name,symptom,drug
新生儿低钠血症,"['细胞外液减少', '代超', '休克', '血压下降', '嗜睡', '四肢发冷', '烦躁不安', '小儿前囟凹陷', '抗利尿激素(A...', '脱水']","['盐酸甲氯芬酯胶囊', '地塞米松磷酸钠注射液']"
肩袖间隙分裂,"['疲劳', '钝痛', '乏力']",['注射用头孢噻肟钠']
病理性近视,"['近视散光', '视物变形', '近视']","['眼氨肽注射液', '乙酰唑胺片']"
新生儿低体温,"['昏迷', '颅内出血', '败血症', '氮质血症', '抽搐', '反应迟钝', '室颤', '低钙血症', '代谢性酸中毒', '二氧化碳潴留']","['盐酸甲氯芬酯胶囊', '地塞米松磷酸钠注射液']"
肩袖损伤,"['疼痛弧征', '钝痛', '结节', '肌肉萎缩']","['盐酸米诺环素胶囊', '奥沙普秦肠溶片', '吡罗昔康片', '吲哚美辛贴片', '复方硫酸软骨素片', '伤湿解痛膏', '麝香壮骨膏', '洛索洛芬钠胶囊', '氨糖美辛肠溶片', '盐酸乙哌立松片', '牛痘疫苗接种家兔炎症皮肤提取物片', '布洛芬片', '骨痛灵酊', '灵仙跌打片', '奥沙普秦肠溶胶囊', '解痉镇痛酊', '雪山金罗汉止痛涂膜剂', '青鹏软膏', '消炎镇痛膏', '依托芬那酯凝胶']"
胶样粟丘疹,"['丘疹', '表皮角化', '测试', '结节', 'PAS染色阳性', '瘙痒']","['甲硝唑凝胶', '维A酸乳膏', '克林霉素磷酸酯溶液', '复方珍珠解毒口服液']"
新生儿低血糖症,"['低血糖症', '震颤', '硬肿症', '嗜睡', '衣玉品', '低血糖性低温症', '发绀', '窒息', '惊厥']",['葡萄糖注射液']
角膜基质炎,"['重听', '角膜炎', '结节', '流泪', '三联征', '角膜混浊', '角膜大小不等的...']",[]
溶血性黄疸,"['血红蛋白尿', '驻站医', '腰背酸痛']",['人血白蛋白']
睑球粘连,"['眼睑松弛', '眼睑浮肿', '睡眠时睑闭合不全']","['红霉素眼膏', '氟米龙滴眼液', '妥布霉素滴眼液', '盐酸洛美沙星片', '妥布霉素地塞米松滴眼液']"
珍珠丘疹,"['灼痛', '驻站医', '瘙痒']","['甲硝唑凝胶', '维A酸乳膏', '克林霉素磷酸酯溶液', '复方珍珠解毒口服液']"
新生儿反应低下,"['无力', '呼吸衰竭', '嗜睡', '浅昏迷', '吞咽困难', '烦躁不安', 'Moro反应迟钝', '肾功能衰竭', '脱水', '反应迟钝']","['盐酸甲氯芬酯胶囊', '地塞米松磷酸钠注射液']"
结缔组织痣,"['结节性硬化', '丘疹', '骨硬化']",[]
腱鞘巨细胞瘤,"['生长缓慢', '手指和足趾无痛...']",[]
运动性闭经,"['月经稀少', '月经不调', '无月经来潮']","['二十六味通经散', '地屈孕酮片', '鳖甲胶', '调经促孕丸', '大黄', '甲磺酸溴隐亭片', '三七血伤宁散', '黄体酮胶囊', '妇科十味胶囊', '百宝丹胶囊', '桂枝茯苓胶囊', '调经至宝丸', '止痛化癥片', '桂枝茯苓丸', '止痛化癥胶囊', '三七血伤宁胶囊']"
结节性甲状腺肿,"['甲状腺肿大', '驻站医', '声音嘶哑', '呼吸困难', '吞咽困难', '胸闷', '气短', '乏力', '多发性结节']","['夏枯草膏', '夏枯草颗粒', '消瘿五海丸', '甲巯咪唑片', '夏枯草片', '左甲状腺素钠片']"
新生儿高血糖症,"['颅内出血', '烦渴多饮', '体重减轻', '酮症酸中毒', '脱水', '眼睑闭合不全', '多尿', '糖尿']",['胰岛素注射液']
腱鞘囊肿,"['拇、食、中三指...', '腕关节圆形的软包块', '腕管综合征', '官爵银', '局部压痛', '腕关节结节样的突起', '腕关节囊状的突起', '手腕部米粒大小...', '钩骨附近的压痛', '拇指不明原因疼痛', '囊肿']",['复方倍他米松注射液']
增殖体肥大,"['淋巴结肿大', '下鼻甲或中鼻甲肥大', '驻站医', '扁桃体肥大', '听力减退', '鼻塞', '智力发育迟缓', '精神萎靡']","['感冒清胶囊', '盐酸左氧氟沙星胶囊', '牛黄解毒丸', '乙酰螺旋霉素片', '复方红根草片', '头孢克洛缓释胶囊', '头孢拉定胶囊', '头孢呋辛酯干混悬剂', '穿心莲片', '一清颗粒', '蛇胆川贝液', '金菊五花茶颗粒', '头孢克洛颗粒', '炎立消胶囊', '头孢氨苄胶囊', '牛黄解毒片', '新癀片', '头孢拉定分散片', '阿莫西林颗粒', '依托红霉素片', '匹多莫德口服溶液']"
进行性核上性麻痹,"['疲劳', '嗜睡', '老人行动迟缓', '痴呆', '幻觉', '眼肌麻痹', '构音障碍', '咽反射']","['寒痹停片', '复方托吡卡胺滴眼液', '氯化钾缓释片', '托吡卡胺滴眼液']"
交叉性异位肾,"['腹部肿块', '泌尿系感染', '脓尿', '孤立肾', '血尿', '腹痛']","['净石灵片', '净石灵胶囊', '肾炎四味胶囊']"
新生儿佝偻病,"['囟门闭合晚', '呼吸困难', '骨软化', '结节', '新生儿少哭', '青枝骨折', '低钙血症', '串珠肋', '婴儿枕秃']","['阿胶牡蛎口服液', '小儿四维葡钙颗粒', '醋酸钙颗粒', '骨化三醇胶丸', '碳酸钙片', '维生素AD滴剂', '维磷葡钙片', '碳酸钙咀嚼片', '三维钙片', '胆维丁乳', '胶囊型', '乳酸钙颗粒', '牡蛎碳酸钙胶囊', '枸橼酸钙片', '阿法骨化醇软胶囊', '碳酸钙颗粒', '强骨生血口服液']"
强迫型人格障碍,[],"['碳酸锂片', '氯氮平片', '碳酸锂缓释片', '盐酸氟西汀胶囊']"
晶状体蛋白过敏性青光眼,"['眼压升高', '视网膜水肿', '晶状体铁质沉着', '晶状体蛋白逸出', '前房中肿胀的晶...', '晶状体青光眼斑', '晶状体囊壁破裂']","['马来酸噻吗洛尔滴眼液', '醋甲唑胺片', '拉坦前列素滴眼液', '石斛夜光丸', '复明胶囊', '供口服用', '酒石酸溴莫尼定滴眼液', '调元大补二十五味汤散', '明目地黄丸', '珍视明滴眼液', '盐酸卡替洛尔滴眼液', '复方硫酸新霉素滴眼液', '杞菊地黄丸', '布林佐胺滴眼液']"
交感神经链综合征,"['蚁走感', '出汗减少', '深感觉障碍', '持续性疼痛', '立毛反射亢进', '胸口紧绷', '营养障碍', '感觉障碍']","['通滞苏润江胶囊', '汉防己甲素片', '布洛芬颗粒', '对乙酰氨基酚口服溶液', '阿司匹林肠溶胶囊', '复方硫酸软骨素片', '麝香壮骨膏', '布洛芬缓释胶囊', '布洛芬片', '对乙酰氨基酚颗粒', '去痛片', '关节镇痛膏', '腰息痛胶囊', '颅痛宁颗粒', '消炎镇痛膏', '甲钴胺片']"
新生儿寒冷损伤综合征,"['休克', '心力衰竭', '硬肿症', '新生儿反应低下', '败血症', '窒息']",[]
冲动型人格障碍,"['表情淡漠', '多疑', '冲动型人格障碍', '分裂型人格障碍']","['碳酸锂片', '氯氮平片', '碳酸锂缓释片', '盐酸氟西汀胶囊']"
胶质母细胞瘤,"['无力', '痴呆', '偏盲', '意识障碍', '颅内压增高', '感觉障碍']","['依托泊苷软胶囊', '注射用硫酸长春新碱', '替尼泊苷注射液', '注射用顺铂', '顺铂注射液', '注射用环磷酰胺', '注射用放线菌素D', '复方环磷酰胺片', '依托泊苷注射液', '环磷酰胺片', '新福菌素注射液']"
新生儿红细胞增多症-高黏滞度综合征,"['嗜睡', '嗜红细胞综合征', '拒食', '腹胀', '微血栓形成', '抽搐', '发绀', '多血质', '蛋白尿']",[]
精索恶性肿瘤,"['生长过快', '驻站医', '毓卓', '无痛性阴囊内肿块', '阴囊肿大']","['十六味马蔺子丸', '毛冬青片', '迈之灵片']"
细菌性心内膜炎,"['感染性发热', '闫铁', '心脏杂音']","['氨苄西林胶囊', '琥乙红霉素片', '依托红霉素颗粒', '依托红霉素片', '氟氯西林钠胶囊', '依托红霉素混悬液', '甲硝唑维B6片', '青霉素V钾片', '甲磺酸培氟沙星片']"
角层下脓疱性皮肤病,"['黏膜损害', '鳞屑', '驻站医', '瘙痒']","['克拉霉素胶囊', '克林霉素磷酸酯溶液', '莫匹罗星软膏', '阿达帕林凝胶', '盐酸左氧氟沙星胶囊', '克拉霉素片', '头孢呋辛酯胶囊', '头孢地尼分散片', '红霉素软膏', '氧氟沙星凝胶', '克拉霉素分散片', '丙酸氯倍他索乳膏']"
颈部火器性异物,"['昏迷', '创伤', '休克', '败血症', '窒息', '脓肿', '口咽异物']","['参三七伤药胶囊', '活血跌打丸', '注射用糜蛋白酶', '吲哚美辛肠溶片', '龙血竭胶囊', '复方水杨酸甲酯苯海拉明喷雾剂', '林可霉素利多卡因凝胶', '红药片', '甲芬那酸片', '跌打扭伤灵酊', '积雪苷片', '七厘胶囊', '消炎镇痛膏', '大活络丸', '布洛芬凝胶', '伤科七味片', '生三七散', '伤科跌打丸', '沙棘颗粒', '关节镇痛膏', '舒筋活血胶囊']"
新生儿喉喘鸣,"['震颤', '失音', '新生儿喉喘鸣', '呼吸困难', '声带麻痹', '吞咽困难', '发绀']","['孟鲁司特钠咀嚼片', '氨茶碱片', '小儿清肺止咳片', '富马酸酮替芬分散片', '复方小儿退热栓', '小青龙合剂', '小儿咳喘灵口服液', '小儿麻甘颗粒', '小青龙颗粒', '沙美特罗替卡松粉吸入剂']"
完全流产,"['驻站医', '稽留流产', '败血症', '先兆流产', '腹膜炎']","['地屈孕酮片', '妇康宝颗粒', '保胎灵胶囊', '孕康颗粒', '保胎灵片', '孕康口服液', '黄体酮胶囊', '固肾安胎丸', '保胎丸', '安胎丸', '保胎灵', '杜仲颗粒', '盐酸屈他维林片', '乐孕宁颗粒']"
角化棘皮瘤,"['斑疹', '丘疹', '骨膜反应', '结节', '鳞状上皮', '新月状溶骨性缺损', '角栓', '睑外翻', '栗东', '瘙痒', '硬化']","['注射用顺铂', '注射用卡铂', '注射用去水卫矛醇', '注射用胸腺肽']"
颈淋巴结结核,"['急性非化脓性一...', '淋巴结肿大', '脓肿']","['利福喷丁胶囊', '抗痨颗粒', '回生甘露丸', '利肺片', '五海瘿瘤丸', '利肺胶囊', '黄柏胶囊', '异烟肼片', '白及颗粒', '三七血伤宁散', '洋参保肺胶囊', '麦味地黄口服液', '蛇胆川贝液', '勒马回胶囊']"
新生儿坏死性小肠结肠炎,"['肠鸣', '肠穿孔', '拒食', '腹泻', '面色苍白', '腹胀', '黑便', '低热', '门静脉积气']","['19AA-Ⅰ', '注射用青霉素钾', '注射用青霉素钠']"
风湿性血管炎,"['溃疡', '血管堵塞', '结节', '乏力']","['益脉康软胶囊', '马栗种子提取物片', '醋酸泼尼松片', '曲安西龙片']"
角膜鳞状细胞癌,"['浆液脓性分泌物', '乳头状肿物', '鳞状细胞癌', '灰白色结节']","['退障眼膏', '小牛血清去蛋白眼用凝胶', '氯霉素滴眼液']"
颈椎半椎体畸形,"['颈椎分节异常', '发育性畸形', '头颈部活动受限', '枕大神经痛']",[]
新生儿急性肾功能衰竭,"['多尿', '表情淡漠', '氮质血症', '抽搐', '恶心', '低钙血症', '低血钾', '代谢性酸中毒', '低钠血症']","['布美他尼片', '聚苯乙烯磺酸钙散', '呋塞米片', '呋塞米注射液', '甘露醇注射液', '氢氯噻嗪片', '布美他尼注射液']"
鼻前庭囊肿,"['剧烈疼痛', '鼻塞']","['鼻渊丸', '通窍鼻炎片', '鼻炎灵片', '匹多莫德胶囊']"
脚癣,"['鳞屑', '丘疹', '脚上血泡', '肢端易发生不易...', '足癣', '湿脚气', '瘙痒', '脚臭']","['复方酮康唑乳膏', '盐酸布替萘芬乳膏', '硝酸咪康唑乳膏', '酮康唑乳膏', '茯蒲洗液', '尿素维E乳膏', '咪康唑氯倍他索乳膏', '硝酸益康唑溶液', '复方酮康唑软膏', '硝酸益康唑乳膏', '依诺沙星乳膏', '盐酸特比萘芬凝胶', '盐酸特比萘芬溶液', '水杨酸软膏', '联苯苄唑乳膏', '尿素乳膏', '曲咪新乳膏']"
新生儿柯萨奇病毒B感染,"['出血倾向', '呼吸衰竭', '腹泻', '呼吸困难', '腹胀', '氮质血症', '抽搐', '发绀', '恶心', '蛋白尿']","['盐酸甲氯芬酯胶囊', '地塞米松磷酸钠注射液']"
化学性支气管炎,"['衣玉品', '胸闷', '呼吸困难', '胸闷憋气']","['利巴韦林分散片', '盐酸左氧氟沙星胶囊', '消炎片', '注射用头孢唑林钠', '乙酰螺旋霉素片', '头孢拉定胶囊', '匹多莫德颗粒剂', '麦迪霉素片', '蛤蚧定喘丸', '头孢克肟颗粒', '蛇胆川贝液', '头孢克洛颗粒', '炎立消胶囊', '头孢氨苄胶囊', '头孢克肟分散片', '川贝枇杷糖浆', '头孢拉定分散片', '乳酸左氧氟沙星片', '氨苄西林胶囊', '阿莫西林颗粒', '羧甲司坦片']"
颈椎间盘突出症,"['颈椎间盘突出', '颈根部斜方肌及...', '肩痛', '颈椎分节异常', '手无力不自觉的...', '落枕', '颈髓脱髓鞘性病变', '颈肩疲劳和软组织疼痛', '感觉障碍']","['根痛平片', '骨刺片', '骨刺胶囊', '抑眩宁胶囊', '颈康胶囊', '舒筋通络颗粒', '氨糖美辛肠溶片', '复方七叶皂苷钠凝胶', '骨筋丸胶囊', '颈痛片', '抗骨增生片', '藤黄健骨胶囊', '灵仙跌打片', '抗骨质增生丸', '腰息痛胶囊', '颈痛灵药酒', '附桂骨痛颗粒']"
接触性唇炎,"['不明原因发热', '上唇疖肿', '下唇微痒增大如...', '嘴唇肿', '结痂']","['复合维生素B片', '四维他胶囊']"
新生儿泌尿系统感染,"['新生儿蛋白尿', '嗜睡', '泌尿系感染', '面色苍白', '体重减轻', '腹泻', '惊厥']","['盐酸甲氯芬酯胶囊', '地塞米松磷酸钠注射液']"
盲肠阿米巴肉芽肿,"['肠鸣', '右下腹痛伴呕吐', '持续性发热', '右下腹痛', '消瘦', '阵发性腹痛']","['替硝唑胶囊', '苯酰甲硝唑分散片', '替硝唑片', '塞克硝唑胶囊', '奥硝唑片', '甲硝唑片', '红霉素肠溶胶囊', '奥硝唑胶囊', '甲硝唑维B6片']"
颈椎椎管狭窄症,"['占思乔', '尿频', '掌颏反射', '脊髓受压', '感觉障碍', '肌肉萎缩', '四肢麻木', '便秘', '感觉分离', '骨刺形成', '尿急']",[]
节段性透明性血管炎,"['瘀斑', '网状青斑', '抽搐']","['益脉康软胶囊', '马栗种子提取物片', '醋酸泼尼松片', '曲安西龙片']"
新生儿尿布皮炎,"['丘疹', '鳞屑', '念珠菌感染', '脓疱', '婴儿臀部红', '继发感染']","['盐酸甲氯芬酯胶囊', '地塞米松磷酸钠注射液']"
胫骨平台骨折,"['胫骨疼痛', '紧张']","['止血镇痛胶囊', '接骨续筋片']"
Asperger综合征,"['精神障碍', '语言发育迟缓']",[]
洁癖,['紧张'],"['盐酸帕罗西汀片', '盐酸舍曲林片', '卡马西平片', '盐酸氯米帕明片', '马来酸氟伏沙明片', '舒必利片', '苯妥英钠片', '盐酸舍曲林胶囊']"
新生儿破伤风,"['闫铁', '牙关紧闭', '呼吸困难', '衣玉品', '痉笑面容', '苦笑面容', '新生儿少吃', '便秘', '抽搐', '角弓反张', '手术后破伤风']","['小儿脐风散', '破伤风人免疫球蛋白', '硬脂酸红霉素片', '硬脂酸红霉素颗粒']"
胫前黏液水肿,"['黏液分泌亢进', '突眼症', '胫前和足部坚硬...', '软组织肿胀', '瘙痒']","['氢氯噻嗪片', '螺内酯片']"
结肠类癌,"['肺动脉杂音', '胸痛', '血压下降', '肠道功能紊乱', '腹泻', '稀便', '便血', '腹痛', '气喘']","['消癌平片', '消癌平胶囊', '复方氟尿嘧啶口服溶液', '阿魏化痞膏', '注射用奥沙利铂', '司莫司汀胶囊', '氟尿嘧啶植入剂', '消癌平糖浆', '消癌平口服液']"
传导性耳鸣,"['耳鸣', '耳内发胀', '耳聋', '眩晕']","['当归龙荟胶囊', '益气聪明丸', '补肾丸', '耳聋左慈丸', '龙胆泻肝丸', '尼群地平片', '耳聋通窍丸', '人参鹿茸丸', '愈风宁心片', '补肾益脑胶囊', '龙胆泻肝片', '磁朱丸']"
静脉曲张综合征,"['静脉曲张性溃疡', '剧痛', '瘀斑', '静脉曲张', '生长缓慢']","['多磺酸粘多糖乳膏', '迈之灵片', '苯丙氨酯片', '复方七叶皂苷钠凝胶', '毛冬青片', '曲克芦丁片', '马栗种子提取物片', '羟苯磺酸钙胶囊', '痔根断片', '羟苯磺酸钙分散片']"
结肠破裂,"['休克', '肠鸣', '移动性浊音', '腹胀', '腹肌紧张', '腹痛']",[]
新生儿迁延性胆汁淤积性黄疸,"['肝功能异常', '丘疹', '无胆汁粪便', '嗜睡', '食欲不振', '胎儿生长发育迟缓', '婴儿喂养困难']","['黄柏胶囊', '人血白蛋白']"
局限性胸膜间皮瘤,"['胸腔积液', '胸部沉重感', '咯血', '肺不张', '盗汗', '气短']","['注射用卡铂', '注射用培美曲塞二钠']"
血管痣,"['剧烈疼痛', '蜘蛛痣', '鲜红斑痣']","['益脉康软胶囊', '马栗种子提取物片', '醋酸泼尼松片', '曲安西龙片']"
结肠血管畸形,"['血管畸形', '腹痛', '休克']","['致康胶囊', '肾上腺色腙片', '泮托拉唑钠肠溶胶囊', '云南白药胶囊', '氨甲苯酸片', '新血宝胶囊', '裸花紫珠分散片', '裸花紫珠胶囊', '三七血伤宁胶囊']"
新生儿青紫,"['口腔黏膜呈现青紫色', '拥抱反射消失', '呼吸衰竭', '呼吸困难', '窒息', '呼吸不规则']","['盐酸溴己新葡萄糖注射液', '注射用盐酸氨溴索', '盐酸氨溴索注射液', '盐酸氨溴索葡萄糖注射液', '猪肺磷脂注射液']"
病理性神经损伤,"['自主神经危象', '颅神经麻痹', '神经根损伤']",[]
巨细胞病毒性肺炎,"['两肺毛玻璃样粟...', '肺泡出血', '呼吸衰竭', '呼吸困难', '毒血症', '咯血伴有皮肤粘膜出血', '啰音']","['利巴韦林分散片', '利巴韦林片', '利巴韦林颗粒', '利巴韦林含片', '利巴韦林胶囊']"
结肠血管扩张症,"['休克', '缺铁性贫血', '官爵银', '静脉曲张', '结肠憩室', '硬化']","['致康胶囊', '肾上腺色腙片', '泮托拉唑钠肠溶胶囊', '云南白药胶囊', '氨甲苯酸片', '新血宝胶囊', '裸花紫珠分散片', '裸花紫珠胶囊', '三七血伤宁胶囊']"
锥体外系损害,"['咽部肌肉运动障碍', '肌性肌无力']","['盐酸金刚烷胺片', '扑米酮片', '盐酸苯海拉明注射液', '盐酸苯海索片']"
咽喉炎,"['喉咙溃疡', '喉结痛', '咽痛', '咽喉干燥充血', '声带发炎', '吞咽痛', '扁桃体发炎', '持续性发热', '咽喉部干燥刺痒']","['维C银翘片', '感冒清胶囊', '氨苄西林胶囊', '头孢拉定胶囊', '阿莫西林颗粒', '头孢克洛颗粒', '头孢呋辛酯干混悬剂', '盐酸左氧氟沙星胶囊', '头孢氨苄胶囊', '牛黄解毒丸', '牛黄解毒片', '依托红霉素片', '右美沙芬缓释混悬液', '小柴胡颗粒', '乙酰螺旋霉素片', '注射用头孢唑林钠', '川贝枇杷糖浆', '一清颗粒', '蛇胆川贝液', '头孢克洛缓释胶囊']"
